date,transaction_type,investor_type,value
2019-08-03,net,Total Foreign,-2120602887.0
2019-09-03,net,Total Foreign,-1244250490.0
2019-10-03,net,Total Foreign,-1742509233.0
2019-11-03,net,Total Foreign,-6421337638.0
2019-12-03,net,Total Foreign,-977825413.0
2020-01-03,net,Total Foreign,-2977809137.0
2020-02-03,net,Total Foreign,-1084745871.0
2020-03-03,net,Total Foreign,-1237004137.0
2020-05-03,net,Total Foreign,-6917517764.0
2020-06-03,net,Total Foreign,-8602789190.0
2020-07-03,net,Total Foreign,-3355669887.0
2020-08-03,net,Total Foreign,-8069298374.0
2020-09-03,net,Total Foreign,-7743920367.0
2020-10-03,net,Total Foreign,-5358476211.0
2020-11-03,net,Total Foreign,-2788923622.0
2020-12-03,net,Total Foreign,-3087030119.0
2021-01-03,net,Total Foreign,-8510481234.0
2021-02-03,net,Total Foreign,-4960297699.0
2021-03-03,net,Total Foreign,-4231396212.0
2021-04-03,net,Total Foreign,-3772744192.0
2021-05-03,net,Total Foreign,-3848259149.0
2021-06-03,net,Total Foreign,-1159081830.0
2021-07-03,net,Total Foreign,-8166250686.0
2021-08-03,net,Total Foreign,-3351232743.0
2021-09-03,net,Total Foreign,-6904090400.0
2021-10-03,net,Total Foreign,-1424067763.0
2021-11-03,net,Total Foreign,-3999164079.0
2021-12-03,net,Total Foreign,-2320140090.0
2022-01-03,net,Total Foreign,-2729699634.0
2022-02-03,net,Total Foreign,-391409372.0
2022-03-03,net,Total Foreign,1420304908.0
2022-04-03,net,Total Foreign,366624699.0
2022-05-03,net,Total Foreign,149498636.0
2022-06-03,net,Total Foreign,-4239147.0
2022-07-03,net,Total Foreign,783918456.0
2022-08-03,net,Total Foreign,933907627.0
2022-09-03,net,Total Foreign,14724571138.0
2022-10-03,net,Total Foreign,2483791841.0
2022-11-03,net,Total Foreign,-167456652.0
2022-12-03,net,Total Foreign,13037009721.0
2023-01-03,net,Total Foreign,413369711.0
2023-02-03,net,Total Foreign,2835785110.0
2023-03-03,net,Total Foreign,-2605211990.0
2023-04-03,net,Total Foreign,887086153.0
2023-05-03,net,Total Foreign,-184389392.0
2023-06-03,net,Total Foreign,-286787553.0
2023-07-03,net,Total Foreign,2226660072.0
2023-08-03,net,Total Foreign,1805183487.0
2023-09-03,net,Total Foreign,-1450203595.0
2023-10-03,net,Total Foreign,500929215.0
2023-11-03,net,Total Foreign,861947238.0
2023-12-03,net,Total Foreign,-653410552.0
2024-01-03,net,Total Foreign,-2126575002.0
2024-02-03,net,Total Foreign,-1529711839.0
2024-03-03,net,Total Foreign,-4261925862.0
2024-04-03,net,Total Foreign,-23045854.0
2024-05-03,net,Total Foreign,-175663191.0
2024-06-03,net,Total Foreign,-907777763.0
2024-07-03,net,Total Foreign,3132463381.0
2024-08-03,net,Total Foreign,82856668.0
2024-09-03,net,Total Foreign,-638096909.0
2024-10-03,net,Total Foreign,-368679944.0
2024-11-03,net,Total Foreign,-3101321511.0
2024-12-03,net,Total Foreign,-561551149.0
2025-01-03,net,Total Foreign,-6460768451.0
2025-02-03,net,Total Foreign,-2593041787.0
2025-03-03,net,Total Foreign,-1666632355.0
2025-04-03,net,Total Foreign,799345312.0
2025-05-03,net,Total Foreign,133086470.0
2025-06-03,net,Total Foreign,-1994875941.0
2025-07-03,net,Total Foreign,-5916693877.0
2025-08-03,net,Total Foreign,-4587316218.0
2025-09-03,net,Total Foreign,-4803498717.0
2025-10-03,net,Total Foreign,-5688916834.0
2025-11-03,net,Total Foreign,-3667068870.0
2025-12-03,net,Total Foreign,-2179641221.0
1992-01-01,net,Total Local,-5683056.0
1992-02-01,net,Total Local,-121584971.0
1992-03-01,net,Total Local,-96403879.0
1992-04-01,net,Total Local,-11418560.0
1992-05-01,net,Total Local,100777099.0
1992-06-01,net,Total Local,7260066.0
1992-07-01,net,Total Local,-120792875.0
1992-08-01,net,Total Local,-71282539.0
1992-09-01,net,Total Local,-21956824.0
1992-10-01,net,Total Local,-91536558.0
1992-11-01,net,Total Local,-62608923.0
1992-12-01,net,Total Local,-45574025.0
1993-01-01,net,Total Local,-101208146.0
1993-02-01,net,Total Local,-75595087.0
1993-03-01,net,Total Local,-149736415.0
1993-04-01,net,Total Local,-151637311.0
1993-05-01,net,Total Local,-757316880.0
1993-06-01,net,Total Local,-278160691.0
1993-07-01,net,Total Local,-394367598.0
1993-08-01,net,Total Local,193586798.0
1993-09-01,net,Total Local,-585891444.0
1993-10-01,net,Total Local,-445015932.0
1993-11-01,net,Total Local,-785638564.0
1993-12-01,net,Total Local,-376090579.0
1994-01-01,net,Total Local,-1287546923.0
1994-02-01,net,Total Local,-373979770.0
1994-03-01,net,Total Local,506687432.0
1994-04-01,net,Total Local,125457129.0
1994-05-01,net,Total Local,-96620611.0
1994-06-01,net,Total Local,-394266903.0
1994-07-01,net,Total Local,-150083526.0
1994-08-01,net,Total Local,-204416051.0
1994-09-01,net,Total Local,-179741174.0
1994-10-01,net,Total Local,90133633.0
1994-11-01,net,Total Local,298906140.0
1994-12-01,net,Total Local,331149493.0
1995-01-01,net,Total Local,228053945.0
1995-02-01,net,Total Local,145347842.0
1995-03-01,net,Total Local,201633629.0
1995-04-01,net,Total Local,40314159.0
1995-05-01,net,Total Local,79587651.0
1995-06-01,net,Total Local,-183388519.0
1995-07-01,net,Total Local,-227949693.0
1995-08-01,net,Total Local,-20632294.0
1995-09-01,net,Total Local,-158525619.0
1995-10-01,net,Total Local,-74396235.0
1995-11-01,net,Total Local,-59489520.0
1995-12-01,net,Total Local,119215450.0
1996-01-01,net,Total Local,-65146227.0
1996-02-01,net,Total Local,-439214475.0
1996-03-01,net,Total Local,-73278826.0
1996-04-01,net,Total Local,81013138.0
1996-05-01,net,Total Local,8675053.0
1996-06-01,net,Total Local,-15054396.0
1996-07-01,net,Total Local,-27877119.0
1996-08-01,net,Total Local,25074526.0
1996-09-01,net,Total Local,-2089119.0
1996-10-01,net,Total Local,148491544.0
1996-11-01,net,Total Local,-15234027.0
1996-12-01,net,Total Local,23058806.0
1997-01-01,net,Total Local,14409680.0
1997-02-01,net,Total Local,-51699993.0
1997-03-01,net,Total Local,353112173.0
1997-04-01,net,Total Local,-266348527.0
1997-05-01,net,Total Local,-451201413.0
1997-06-01,net,Total Local,-745396151.0
1997-07-01,net,Total Local,-86113098.0
1997-08-01,net,Total Local,137362095.0
1997-09-01,net,Total Local,163083860.0
1997-10-01,net,Total Local,106739611.0
1997-11-01,net,Total Local,240490310.0
1997-12-01,net,Total Local,248574416.0
1998-01-01,net,Total Local,147054558.0
1998-02-01,net,Total Local,97706622.0
1998-03-01,net,Total Local,-63714858.0
1998-04-01,net,Total Local,52373038.0
1998-05-01,net,Total Local,423738208.0
1998-06-01,net,Total Local,567537567.0
1998-07-01,net,Total Local,-24660337.0
1998-08-01,net,Total Local,164322230.0
1998-09-01,net,Total Local,199935905.0
1998-10-01,net,Total Local,64837472.0
1998-11-01,net,Total Local,-152208719.0
1998-12-01,net,Total Local,83112783.0
1999-01-01,net,Total Local,307421680.0
1999-02-01,net,Total Local,121062313.0
1999-03-01,net,Total Local,231183365.0
1999-04-01,net,Total Local,125236471.0
1999-05-01,net,Total Local,28262966.0
1999-06-01,net,Total Local,168460802.0
1999-07-01,net,Total Local,-548789573.0
1999-08-01,net,Total Local,-277737252.0
1999-09-01,net,Total Local,322700818.0
1999-10-01,net,Total Local,258603672.0
1999-11-01,net,Total Local,-56084305.0
1999-12-01,net,Total Local,268752568.0
2000-01-01,net,Total Local,191360736.0
2000-02-01,net,Total Local,494198603.0
2000-03-01,net,Total Local,611477545.0
2000-04-01,net,Total Local,151319161.0
2000-05-01,net,Total Local,245139364.0
2000-06-01,net,Total Local,611824837.0
2000-07-01,net,Total Local,681965064.0
2000-08-01,net,Total Local,-16186162.0
2000-09-01,net,Total Local,34891867.0
2000-10-01,net,Total Local,133250102.0
2000-11-01,net,Total Local,104072926.0
2000-12-01,net,Total Local,157500494.0
2001-01-01,net,Total Local,-223173668.0
2001-02-01,net,Total Local,-58097169.0
2001-03-01,net,Total Local,63143422.0
2001-04-01,net,Total Local,186504537.0
2001-05-01,net,Total Local,274160741.0
2001-06-01,net,Total Local,126458509.0
2001-07-01,net,Total Local,-96798780.0
2001-08-01,net,Total Local,197720210.0
2001-09-01,net,Total Local,68443846.0
2001-10-01,net,Total Local,-77402643.0
2001-11-01,net,Total Local,142252168.0
2001-12-01,net,Total Local,421620355.0
2002-01-01,net,Total Local,324217679.75
2002-02-01,net,Total Local,192487100.0
2002-03-01,net,Total Local,-577833869.0
2002-04-01,net,Total Local,-303943036.0
2002-05-01,net,Total Local,-765158436.0
2002-06-01,net,Total Local,-674163820.0
2002-07-01,net,Total Local,-2246110.0
2002-08-01,net,Total Local,-626918003.0
2002-09-01,net,Total Local,-276243118.0
2002-10-01,net,Total Local,-72573452.0
2002-11-01,net,Total Local,286887418.0
2002-12-01,net,Total Local,53086920.0
2003-01-03,net,Total Local,-240231443.0
2003-02-03,net,Total Local,-150501824.0
2003-03-03,net,Total Local,-60676300.0
2003-04-03,net,Total Local,-44169508.0
2003-05-03,net,Total Local,-1453183681.0
2003-06-03,net,Total Local,-81750051.0
2003-07-03,net,Total Local,-408451125.0
2003-08-03,net,Total Local,-514963201.0
2003-09-03,net,Total Local,4573989075.0
2003-10-03,net,Total Local,-361176788.0
2003-11-03,net,Total Local,-676132221.0
2003-12-03,net,Total Local,-792175967.0
2004-01-03,net,Total Local,-236714715.0
2004-02-03,net,Total Local,-546970701.0
2004-03-03,net,Total Local,-29639173.0
2004-04-03,net,Total Local,347503623.0
2004-05-03,net,Total Local,123377018.0
2004-06-03,net,Total Local,-204366054.0
2004-07-03,net,Total Local,179784622.0
2004-08-03,net,Total Local,-115284014.0
2004-09-03,net,Total Local,-257927241.0
2004-10-03,net,Total Local,64670398.0
2004-11-03,net,Total Local,-279074197.0
2004-12-03,net,Total Local,-155649625.0
2005-01-03,net,Total Local,378187687.0
2005-02-03,net,Total Local,29413693.0
2005-03-03,net,Total Local,-440803655.0
2005-04-03,net,Total Local,673331888.0
2005-05-03,net,Total Local,-204446231.0
2005-06-03,net,Total Local,-475110811.0
2005-07-03,net,Total Local,-1545228624.0
2005-08-03,net,Total Local,-1258627166.25
2005-09-03,net,Total Local,-1994386319.0
2005-10-03,net,Total Local,-357777177.0
2005-11-03,net,Total Local,-429504221.0
2005-12-03,net,Total Local,-318151954.0
2006-01-03,net,Total Local,69615215.0
2006-02-03,net,Total Local,567114355.0
2006-03-03,net,Total Local,-1392880544.0
2006-04-03,net,Total Local,-920128803.0
2006-05-03,net,Total Local,-981534308.0
2006-06-03,net,Total Local,273647261.0
2006-07-03,net,Total Local,-421346146.4000006
2006-08-03,net,Total Local,193949775.5
2006-09-03,net,Total Local,1069534885.5
2006-10-03,net,Total Local,-676422246.75
2006-11-03,net,Total Local,-3576985766.4000015
2006-12-03,net,Total Local,418109362.5000005
2007-01-03,net,Total Local,850183586.0
2007-02-03,net,Total Local,985313380.0
2007-03-03,net,Total Local,-174593399.5
2007-04-03,net,Total Local,-80058602.94999981
2007-05-03,net,Total Local,-1882807834.6
2007-06-03,net,Total Local,-1219107832.75
2007-07-03,net,Total Local,-744760830.8000002
2007-08-03,net,Total Local,-2718451561.0
2007-09-03,net,Total Local,111067771.0
2007-10-03,net,Total Local,-2051054988.0
2007-11-03,net,Total Local,-1729159953.0
2007-12-03,net,Total Local,-2600861644.0
2008-01-03,net,Total Local,-720015551.0
2008-02-03,net,Total Local,-1039179423.0
2008-03-03,net,Total Local,-621545128.0
2008-04-03,net,Total Local,-2146852690.0
2008-05-03,net,Total Local,-263015949.0
2008-06-03,net,Total Local,60386563.0
2008-07-03,net,Total Local,-7694133550.0
2008-08-03,net,Total Local,-952245777.0
2008-09-03,net,Total Local,-1143619333.0
2008-10-03,net,Total Local,403696854.0
2008-11-03,net,Total Local,431949025.0
2008-12-03,net,Total Local,-265928840.0
2009-01-03,net,Total Local,94829936.5
2009-02-03,net,Total Local,-89246368.49999952
2009-03-03,net,Total Local,-2026567245.499999
2009-04-03,net,Total Local,483555454.0
2009-05-03,net,Total Local,1916859279.0
2009-06-03,net,Total Local,97556381.0
2009-07-03,net,Total Local,-533599586.0
2009-08-03,net,Total Local,176031783.0
2009-09-03,net,Total Local,-871257963.0
2009-10-03,net,Total Local,-1338690556.0
2009-11-03,net,Total Local,2355581946.0
2009-12-03,net,Total Local,520237561.0
2010-01-03,net,Total Local,2935022451.0
2010-02-03,net,Total Local,2106408423.550003
2010-03-03,net,Total Local,8034124169.200001
2010-04-03,net,Total Local,3368043598.0
2010-05-03,net,Total Local,1137161872.0
2010-06-03,net,Total Local,5226457982.0
2010-07-03,net,Total Local,-3501522748.0
2010-08-03,net,Total Local,-2051627065.0
2010-09-03,net,Total Local,3608806093.0
2010-10-03,net,Total Local,11095699861.5
2010-11-03,net,Total Local,117187767.0
2010-12-03,net,Total Local,117498282.59999847
2011-01-03,net,Total Local,2887927356.0
2011-02-03,net,Total Local,4199683074.0
2011-03-03,net,Total Local,34295880.0
2011-04-03,net,Total Local,1234273432.0
2011-05-03,net,Total Local,-1720015836.0
2011-06-03,net,Total Local,775919883.0
2011-07-03,net,Total Local,841550425.0
2011-08-03,net,Total Local,2234618265.0
2011-09-03,net,Total Local,6486362618.0
2011-10-03,net,Total Local,42329682.0
2011-11-03,net,Total Local,376605524.0
2011-12-03,net,Total Local,1645671038.0
2012-01-03,net,Total Local,-471521770.0
2012-02-03,net,Total Local,-1907149862.0
2012-03-03,net,Total Local,-17943398705.0
2012-04-03,net,Total Local,-928990543.0
2012-05-03,net,Total Local,-1338550825.0
2012-06-03,net,Total Local,-618840887.0
2012-07-03,net,Total Local,-2449566184.0
2012-08-03,net,Total Local,-2830907933.0
2012-09-03,net,Total Local,-3063010876.0
2012-10-03,net,Total Local,-2401015888.0
2012-11-03,net,Total Local,-1544108466.0
2012-12-03,net,Total Local,-3175368468.0
2013-01-03,net,Total Local,1353039064.0
2013-02-03,net,Total Local,-1101569251.0
2013-03-03,net,Total Local,-5131881291.0
2013-04-03,net,Total Local,-3868792504.0
2013-05-03,net,Total Local,-4877153781.0
2013-06-03,net,Total Local,-1513658021.0
2013-07-03,net,Total Local,-1061027353.0
2013-08-03,net,Total Local,-2238271013.0
2013-09-03,net,Total Local,-1403302770.0
2013-10-03,net,Total Local,-3159316016.0
2013-11-03,net,Total Local,515884347.0
2013-12-03,net,Total Local,-297186076.0
2014-01-03,net,Total Local,-980155271.0
2014-02-03,net,Total Local,-5104258847.0
2014-03-03,net,Total Local,2802522966.0
2014-04-03,net,Total Local,643008077.0
2014-05-03,net,Total Local,-9607134279.0
2014-06-03,net,Total Local,-3853870984.0
2014-07-03,net,Total Local,-4704938096.0
2014-08-03,net,Total Local,2982789351.0
2014-09-03,net,Total Local,1262679768.0
2014-10-03,net,Total Local,-7783625764.0
2014-11-03,net,Total Local,-5611960096.0
2014-12-03,net,Total Local,-1618056890.0
2015-01-03,net,Total Local,-111438413.0
2015-02-03,net,Total Local,-1390768712.0
2015-03-03,net,Total Local,-1314652263.0
2015-04-03,net,Total Local,-685282760.0
2015-05-03,net,Total Local,-702116644.0
2015-06-03,net,Total Local,2695262277.0
2015-07-03,net,Total Local,836277221.0
2015-08-03,net,Total Local,4453346514.0
2015-09-03,net,Total Local,134304438.0
2015-10-03,net,Total Local,624895025.0
2015-11-03,net,Total Local,119759790.0
2015-12-03,net,Total Local,712507147.0
2016-01-03,net,Total Local,2855665626.0
2016-02-03,net,Total Local,-1255984209.0
2016-03-03,net,Total Local,551577021.0
2016-04-03,net,Total Local,1043613162.0
2016-05-03,net,Total Local,2635973195.0
2016-06-03,net,Total Local,532164109.0
2016-07-03,net,Total Local,-1428566716.0
2016-08-03,net,Total Local,-974032424.0
2016-09-03,net,Total Local,-724433755.0
2016-10-03,net,Total Local,-1215838410.0
2016-11-03,net,Total Local,-99416880.0
2016-12-03,net,Total Local,-2270170181.0
2017-01-03,net,Total Local,1656839120.0
2017-02-03,net,Total Local,-1586643923.0
2017-03-03,net,Total Local,-5130322582.0
2017-04-03,net,Total Local,-10767378370.0
2017-05-03,net,Total Local,-2974511721.0
2017-06-03,net,Total Local,-2663958282.0
2017-07-03,net,Total Local,-3595937713.0
2017-08-03,net,Total Local,-1751547089.0
2017-09-03,net,Total Local,9554610794.0
2017-10-03,net,Total Local,-1964560656.0
2017-11-03,net,Total Local,1757830457.0
2017-12-03,net,Total Local,-263123680.0
2018-01-03,net,Total Local,-4040822575.0
2018-02-03,net,Total Local,-2022144939.0
2018-03-03,net,Total Local,8692925238.0
2018-04-03,net,Total Local,-1681468385.0
2018-05-03,net,Total Local,631262846.0
2018-06-03,net,Total Local,-9559801.0
2018-07-03,net,Total Local,1204310232.0
2018-08-03,net,Total Local,1657890455.0
2018-09-03,net,Total Local,1661272793.0
2018-10-03,net,Total Local,6976754426.0
2018-11-03,net,Total Local,5392383778.0
2018-12-03,net,Total Local,4724127242.0
2019-01-03,net,Total Local,2263068103.0
2019-02-03,net,Total Local,2645944338.0
2019-03-03,net,Total Local,1187447960.0
2019-04-03,net,Total Local,-1703280166.0
2019-05-03,net,Total Local,1191687434.0
2019-06-03,net,Total Local,785869720.0
2019-07-03,net,Total Local,-7139002786.0
2019-08-03,net,Total Local,2120602887.0
2019-09-03,net,Total Local,1244250490.0
2019-10-03,net,Total Local,1742509233.0
2019-11-03,net,Total Local,6421337638.0
2019-12-03,net,Total Local,977825413.0
2020-01-03,net,Total Local,2977809137.0
2020-02-03,net,Total Local,1084745871.0
2020-03-03,net,Total Local,1237004137.0
2020-05-03,net,Total Local,6917517764.0
2020-06-03,net,Total Local,8602789190.0
2020-07-03,net,Total Local,3355669887.0
2020-08-03,net,Total Local,8069298374.0
2020-09-03,net,Total Local,7743920367.0
2020-10-03,net,Total Local,5358476211.0
2020-11-03,net,Total Local,2788923622.0
2020-12-03,net,Total Local,3087030119.0
2021-01-03,net,Total Local,-8510481234.0
2021-02-03,net,Total Local,4960297699.0
2021-03-03,net,Total Local,4231396212.0
2021-04-03,net,Total Local,3772744192.0
2021-05-03,net,Total Local,3848259149.0
2021-06-03,net,Total Local,1159081830.0
2021-07-03,net,Total Local,8166250686.0
2021-08-03,net,Total Local,3351232743.0
2021-09-03,net,Total Local,6904090400.0
2021-10-03,net,Total Local,1424067763.0
2021-11-03,net,Total Local,3999164079.0
2021-12-03,net,Total Local,2320140090.0
2022-01-03,net,Total Local,2729699634.0
2022-02-03,net,Total Local,391409372.0
2022-03-03,net,Total Local,-1420304908.0
2022-04-03,net,Total Local,-366624699.0
2022-05-03,net,Total Local,-149498636.0
2022-06-03,net,Total Local,4239147.0
2022-07-03,net,Total Local,-783918456.0
2022-08-03,net,Total Local,-933907627.0
2022-09-03,net,Total Local,-14724571138.0
2022-10-03,net,Total Local,-2483791841.0
2022-11-03,net,Total Local,167456652.0
2022-12-03,net,Total Local,-13037009721.0
2023-01-03,net,Total Local,-413369711.0
2023-02-03,net,Total Local,-2835785110.0
2023-03-03,net,Total Local,2605211990.0
2023-04-03,net,Total Local,-887086153.0
2023-05-03,net,Total Local,184389392.0
2023-06-03,net,Total Local,286787553.0
2023-07-03,net,Total Local,-2226660072.0
2023-08-03,net,Total Local,-1805183487.0
2023-09-03,net,Total Local,1450203595.0
